//以下全部出自网络和大佬资源，如有冒犯请联系删除。[所有内容仅供学习使用，请勿用于违法用途]
//


💝中国港澳👉天天,#genre#
CCTV-09,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-10,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225677/index.m3u8
CCTV-11,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
CCTV-12,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV-13,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV-14,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV-15,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
CCTV-16,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225893/index.m3u8
CCTV-17,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8

CCTV-01,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226016/index.m3u8
CCTV-02,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8
CCTV-03,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226021/index.m3u8
CCTV-04,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226007/index.m3u8
CCTV-05,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226019/index.m3u8
CCTV5-+,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8
CCTV-06,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226010/index.m3u8
CCTV-07,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225733/index.m3u8
CCTV-08,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226008/index.m3u8
CCTV-09,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225734/index.m3u8
CCTV-10,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225730/index.m3u8
CCTV-11,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225597/index.m3u8
CCTV-12,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225731/index.m3u8
CCTV-13,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226011/index.m3u8
CCTV-14,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225732/index.m3u8
CCTV-15,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225601/index.m3u8
CCTV-16,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226100/index.m3u8
CCTV-17,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225765/index.m3u8

CCTV-01,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV-02,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV-03,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225799/index.m3u8
CCTV-04,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-05,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-05+,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225507/index.m3u8
CCTV-06,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV-07,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV-08,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV-09,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-10,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225677/index.m3u8
CCTV-11,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
CCTV-12,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV-13,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV-14,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV-15,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
CCTV-16,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225893/index.m3u8
CCTV-17,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8

CCTV-01,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226016/index.m3u8
CCTV-02,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8
CCTV-03,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226021/index.m3u8
CCTV-04,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226007/index.m3u8
CCTV-05,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226019/index.m3u8
CCTV5-+,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8
CCTV-06,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226010/index.m3u8
CCTV-07,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225733/index.m3u8
CCTV-08,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226008/index.m3u8
CCTV-09,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225734/index.m3u8
CCTV-10,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225730/index.m3u8
CCTV-11,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225597/index.m3u8
CCTV-12,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225731/index.m3u8
CCTV-13,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226011/index.m3u8
CCTV-14,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225732/index.m3u8
CCTV-15,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225601/index.m3u8
CCTV-16,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226100/index.m3u8
CCTV-17,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225765/index.m3u8

CCTV-1 综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV-2 财经,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8
CCTV-3 综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV-4 中文国际,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-5 体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-5+ 体育赛事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV-6 电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV-7 国防军事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV-8 电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV-9 纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-10 科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV-11 戏曲,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV-12 社会与法,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV-13 新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV-14 少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV-15 音乐,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV-16 奥林匹克,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8

💝央视频道👉组播,#genre#
CCTV-1综合高清,http://opdf.top:8088/rtp/239.81.0.102:4056
CCTV-2财经高清,http://opdf.top:8088/rtp/239.81.0.115:4056
CCTV-3综艺高清,http://opdf.top:8088/rtp/239.81.0.231:4056
CCTV-4中文国际高清,http://opdf.top:8088/rtp/239.81.0.96:4056
CCTV-5体育高清,http://opdf.top:8088/rtp/239.81.0.232:4056
CCTV-6电影高清,http://opdf.top:8088/rtp/239.81.0.233:4056
CCTV-7国防军事高清,http://opdf.top:8088/rtp/239.81.0.116:4056
CCTV-8电视剧高清,http://opdf.top:8088/rtp/239.81.0.234:4056
CCTV-9纪录高清,http://opdf.top:8088/rtp/239.81.0.117:4056
CCTV-10科教高清,http://opdf.top:8088/rtp/239.81.0.118:4056
CCTV-11戏曲高清,http://opdf.top:8088/rtp/239.81.0.229:4056
CCTV-12社会与法高清,http://opdf.top:8088/rtp/239.81.0.119:4056
CCTV-13新闻高清,http://opdf.top:8088/rtp/239.81.0.206:4056
CCTV-14少儿高清,http://opdf.top:8088/rtp/239.81.0.120:4056
CCTV-15音乐高清,http://opdf.top:8088/rtp/239.81.0.230:4056
CCTV-5＋体育赛事高清,http://opdf.top:8088/rtp/239.81.0.101:4056
CCTV-16奥林匹克高清,http://opdf.top:8088/rtp/239.81.0.142:4056
CCTV-17农业农村高清,http://opdf.top:8088/rtp/239.81.0.228:4056

💝全球频道👉全网,#genre#
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
中國環球,http://live.cgtn.com/500/prog_index.m3u8
CNA新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
HBtv老挝,http://hikvision.city:880/HBTV.m3u8
半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
半岛新闻,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
俄罗斯频,https://rt-glb.rttv.com/dvr/rtnews/playlist_4500Kb.m3u8
韩国国防,http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8
韩国新闻,http://amdlive.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
日语新闻,https://n24-cdn-live.ntv.co.jp/ch01/index_high.m3u8
环球频道,http://live.cgtn.com/500/prog_index.m3u8
动物频道,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8

环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
中國環球,http://live.cgtn.com/500/prog_index.m3u8
CNA新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
HBtv老挝,http://hikvision.city:880/HBTV.m3u8
半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
半岛新闻,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
俄罗斯频,https://rt-glb.rttv.com/dvr/rtnews/playlist_4500Kb.m3u8
韩国国防,http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8
韩国新闻,http://amdlive.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
日语新闻,https://n24-cdn-live.ntv.co.jp/ch01/index_high.m3u8
环球频道,http://live.cgtn.com/500/prog_index.m3u8
动物频道,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
💝湾湾频道👉全网_666,#genre#
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
AMC 电影,http://61.221.215.25:8800/hls/43/index.m3u8
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
八大综合,http://61.221.215.25:8800/hls/56/index.m3u8

台视频道,rtmp://220.130.201.73/sat/tv071
民视频道,rtmp://220.130.201.73/sat/tv051
纬来体育,rtmp://220.130.201.73/sat/tv721
纬来日本,rtmp://220.130.201.73/sat/tv771
东森超视,rtmp://220.130.201.73/sat/tv331

民视频道,rtmp://f13h.mine.nu/sat/tv051
台视频道,rtmp://f13h.mine.nu/sat/tv071
中视频道,rtmp://f13h.mine.nu/sat/tv091
華視频道,rtmp://f13h.mine.nu/sat/tv111
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
东森超视,rtmp://f13h.mine.nu/sat/tv331
MoMo综合,rtmp://f13h.mine.nu/sat/tv761
ELEVEN体育1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN体育2,rtmp://f13h.mine.nu/sat/tv741

番薯音乐,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u
中天亚洲,http://livetv.skycf.eu.org/live.m3u8?c=3
中旺电视,http://38.64.72.148/hls/modn/list/4010/chunklist0.m3u8
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8
民视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
ELEVEN体育2,rtmp://f13h.mine.nu/sat/tv741 TVBS-Asia,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8 TVBS-Asia,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8 
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8 
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8 
东森美洲2,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8 
东森美洲2,http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8 
緯來體育,http://cloud.yumixiu768.com/tmp/123.m3u8 
中天新闻,https://s2.pub/cctv-17
台视,https://s2.pub/cctv-20
台视,https://s2.pub/cctv-20 
民视综合台,https://s2.pub/cctv-19 
时尚台FTV,http://80.94.54.42/fashiontv/stream/playlist.m3u8
CGTN,https://news.cgtn.com/resource/live/document/cgtn-doc.m3u8
民視,rtmp://f13h.mine.nu/sat/tv051 
台視,rtmp://f13h.mine.nu/sat/tv071 
中視,rtmp://f13h.mine.nu/sat/tv091 
华視,rtmp://f13h.mine.nu/sat/tv111 
纬来体育,rtmp://f13h.mine.nu/sat/tv721 
纬来育乐,rtmp://f13h.mine.nu/sat/tv701 
纬来日本,rtmp://f13h.mine.nu/sat/tv771 
东森超視,rtmp://f13h.mine.nu/sat/tv331 
MoMo综合,rtmp://f13h.mine.nu/sat/tv761 
ELEVEN体育1,rtmp://f13h.mine.nu/sat/tv731 
ELEVEN体育2,rtmp://f13h.mine.nu/sat/tv741 
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
中华小家,http://61.221.215.25:8800/hls/40/index.m3u8
AMC影台,http://61.221.215.25:8800/hls/43/index.m3u8
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
49号频道,http://61.221.215.25:8800/hls/49/index.m3u8
探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
八大综合,http://61.221.215.25:8800/hls/56/index.m3u8
TVBS NEWS,http://61.221.215.25:8800/hls/9/index.m3u8
nhk world,http://61.221.215.25:8800/hls/51/index.m3u8
D-box,http://61.221.215.25:8800/hls/54/index.m3u8
LISTEN ON SPOTIFY,http://61.221.215.25:8800/hls/58/index.m3u8
CGTN,http://livetv.skycf.eu.org/live.m3u8?c=15
央視网,http://livetv.skycf.eu.org/live.m3u8?c=1
中天亚洲台,http://livetv.skycf.eu.org/live.m3u8?c=3
台視新闻,https://live.wcetv.com/hls/master-ttvnews.m3u8
台視新闻,https://live.wcetv.com/hls/m3u8/ttvnews.m3u8
台視新闻,http://livetv.skycf.eu.org/live.m3u8?c=4
TVBS新闻,http://livetv.skycf.eu.org/live.m3u8?c=5
中視新闻,http://livetv.skycf.eu.org/live.m3u8?c=6
中天新闻,http://livetv.skycf.eu.org/live.m3u8?c=7
公視,http://livetv.skycf.eu.org/live.m3u8?c=8
镜新闻,http://livetv.skycf.eu.org/live.m3u8?c=10
民視新闻,http://livetv.skycf.eu.org/live.m3u8?c=11
三立新闻,http://livetv.skycf.eu.org/live.m3u8?c=12
华視新闻,http://livetv.skycf.eu.org/live.m3u8?c=13
东森财经新闻,http://livetv.skycf.eu.org/live.m3u8?c=14
緯來體育,http://cloud.yumixiu768.com/tmp/123.m3u8 
中天新闻,https://s2.pub/cctv-17 
台視,https://s2.pub/cctv-20 
民視综合台,https://s2.pub/cctv-19 
天映频道,https://epg.pw/stream/48616f573347fc1c017d6fc7c61e614d06aa4de174d540ad9b5ee8bf2e3147ba.ctv
好消息,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch1-2.m3u8
台湾番薯台,https://epg.pw/stream/51cb56342f39e6110b315b4d3c3391ef7b96e4b8cb91bd1e0670393a6da2755f.m3u8
台湾番薯台,https://epg.pw/stream/f60d0478b5c3b32b42dff1197b6499bb64e79ca1b9544d28dfb62fe1d84da582.m3u8
台湾番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8?blog.ntnas.top
大爱1,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱2,https://epg.pw/stream/2b383d639b6b2eade22f2d085141a38ae48a98f24b8a06f485e23f7211bbf909.m3u8
大爱2,https://pulltv1.wanfudaluye.com/live/tv2.m3u8
中天新闻,http://livetv.skycf.eu.org/live.m3u8?c=7
三立新闻,http://livetv.skycf.eu.org/live.m3u8?c=12
镜新闻台,http://livetv.skycf.eu.org/live.m3u8?c=10
公视新闻,http://livetv.skycf.eu.org/live.m3u8?c=8
中视新闻,http://livetv.skycf.eu.org/live.m3u8?c=6
民视新闻,http://livetv.skycf.eu.org/live.m3u8?c=11
中天亚洲台,http://livetv.skycf.eu.org/live.m3u8?c=3
台视新闻台,http://livetv.skycf.eu.org/live.m3u8?c=4
中视新闻台,http://livetv.skycf.eu.org/live.m3u8?c=6
中天新闻台,http://livetv.skycf.eu.org/live.m3u8?c=7
公视新闻台,http://livetv.skycf.eu.org/live.m3u8?c=8
三立新闻台,http://livetv.skycf.eu.org/live.m3u8?c=12
华视新闻台,http://livetv.skycf.eu.org/live.m3u8?c=13
东森经财台,http://livetv.skycf.eu.org/live.m3u8?c=14
Tvbs新闻台,http://livetv.skycf.eu.org/live.m3u8?c=5
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
东森经财台,http://livetv.skycf.eu.org/live.m3u8?c=14
中天亚洲台,http://startv365.com:80/live/9794783213/6955630461/5555.m3u8
TVBS新闻台,http://livetv.skycf.eu.org/live.m3u8?c=11
东森新闻台,http://livetv.skycf.eu.org/live.m3u8?c=6
三立新闻台,http://livetv.skycf.eu.org/live.m3u8?c=12
三立LIVE台,http://livetv.skycf.eu.org/live.m3u8?c=3
中天新闻2,http://livetv.skycf.eu.org/live.m3u8?c=10
寰宇新闻台,http://livetv.skycf.eu.org/live.m3u8?c=4
闽镜新闻台,http://livetv.skycf.eu.org/live.m3u8?c=5
中视新闻台,http://livetv.skycf.eu.org/live.m3u8?c=2
华视新闻台,http://livetv.skycf.eu.org/live.m3u8?c=13
公视新闻台,http://livetv.skycf.eu.org/live.m3u8?c=8
民视新闻台,http://livetv.skycf.eu.org/live.m3u8?c=8
民视闽南台,rtmp://f13h.mine.nu/sat/tv051
中视闽南台,rtmp://f13h.mine.nu/sat/tv091
台视闽南台,rtmp://f13h.mine.nu/sat/tv071
华视闽南台,rtmp://f13h.mine.nu/sat/tv111
东森超视台,rtmp://f13h.mine.nu/sat/tv331
MoMo综合,rtmp://f13h.mine.nu/sat/tv761
纬来日本台,rtmp://f13h.mine.nu/sat/tv771
纬来育乐台,rtmp://f13h.mine.nu/sat/tv701
纬来体育台,rtmp://f13h.mine.nu/sat/tv721
ELEVEN1台,rtmp://f13h.mine.nu/sat/tv731
ELEVEN2台,rtmp://f13h.mine.nu/sat/tv741

中天新闻台,http://livetv.skycf.eu.org/live.m3u8?c=7
中视新闻台,http://livetv.skycf.eu.org/live.m3u8?c=6
镜新闻台,http://livetv.skycf.eu.org/live.m3u8?c=10
三立新闻台,http://livetv.skycf.eu.org/live.m3u8?c=12
华视新闻台,http://livetv.skycf.eu.org/live.m3u8?c=13
三立新闻,http://107.174.133.144:2095/live.m3u8?c=3
民视新闻,http://107.174.133.144:2095/live.m3u8?c=8

台视频道,rtmp://220.130.201.73/sat/tv071
民视频道,rtmp://220.130.201.73/sat/tv051
纬来体育,rtmp://220.130.201.73/sat/tv721
纬来日本,rtmp://220.130.201.73/sat/tv771
东森超视,rtmp://220.130.201.73/sat/tv331

民视频道,rtmp://f13h.mine.nu/sat/tv051
台视频道,rtmp://f13h.mine.nu/sat/tv071
中视频道,rtmp://f13h.mine.nu/sat/tv091
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
东森超视,rtmp://f13h.mine.nu/sat/tv331
MoMo综合,rtmp://f13h.mine.nu/sat/tv761
ELEVEN体育1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN体育2,rtmp://f13h.mine.nu/sat/tv741

八大第一台,http://61.221.215.25:8800/hls/55/index.m3u8
八大戏剧台,http://61.221.215.25:8800/hls/39/index.m3u8
三立戏剧台,http://61.221.215.25:8800/hls/41/index.m3u8
AMC 电影台,http://61.221.215.25:8800/hls/43/index.m3u8
纬来精彩台,http://61.221.215.25:8800/hls/48/index.m3u8
探索亚洲台,http://61.221.215.25:8800/hls/50/index.m3u8
八大第一台,http://61.221.215.25:8800/hls/55/index.m3u8
动物星球台,http://61.221.215.25:8800/hls/57/index.m3u8
八大综合台,http://61.221.215.25:8800/hls/56/index.m3u8

番薯音乐,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u

番薯音乐,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u
中天新闻,http://107.174.133.144:2095/live.m3u8?c=7
东森新闻,http://107.174.133.144:2095/live.m3u8?c=6
环宇新闻,http://107.174.133.144:2095/live.m3u8?c=4
三立新闻,http://107.174.133.144:2095/live.m3u8?c=3
民视新闻,http://107.174.133.144:2095/live.m3u8?c=8

中视频道,rtmp://220.130.201.73/sat/tv091
台视频道,rtmp://220.130.201.73/sat/tv071
民视频道,rtmp://220.130.201.73/sat/tv051
纬来体育,rtmp://220.130.201.73/sat/tv721
纬来育乐,rtmp://220.130.201.73/sat/tv701
纬来日本,rtmp://220.130.201.73/sat/tv771
东森超视,rtmp://220.130.201.73/sat/tv331

民视频道,rtmp://f13h.mine.nu/sat/tv051
台视频道,rtmp://f13h.mine.nu/sat/tv071
中视频道,rtmp://f13h.mine.nu/sat/tv091
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
东森超视,rtmp://f13h.mine.nu/sat/tv331
MoMo综合,rtmp://f13h.mine.nu/sat/tv761
ELEVEN体育1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN体育2,rtmp://f13h.mine.nu/sat/tv741

番薯音乐,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u
TVB新闻台,http://live.cooltv.top/tv/tvb.php?id=0&hq
TVB财经台,http://live.cooltv.top/tv/tvb.php?id=2&hq
TVB星河台,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
TVB娱乐台,http://v2h.jdshipin.com/enew/enew.stream/chunklist.m3u8
TVB功夫台,https://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
RTHK33台,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8
RTHK34台,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8
RTHK35台,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
香港面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
耀才财经台,https://v3.mediacast.hk/webcast/bshdlive-pc/chunklist_w99771165.m3u8
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8
亚洲新闻台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
CGNTV台,http://live.cgtn.com/500/prog_index.m3u8#http://live.cgtn.com/1000/prog_index.m3u8
民视闽南台,rtmp://f13h.mine.nu/sat/tv051
中视闽南台,rtmp://f13h.mine.nu/sat/tv091
台视闽南台,rtmp://f13h.mine.nu/sat/tv071
华视闽南台,rtmp://f13h.mine.nu/sat/tv111
东森超视台,rtmp://f13h.mine.nu/sat/tv331
MoMo综合,rtmp://f13h.mine.nu/sat/tv761
纬来日本台,rtmp://f13h.mine.nu/sat/tv771
纬来育乐台,rtmp://f13h.mine.nu/sat/tv701
纬来体育台,rtmp://f13h.mine.nu/sat/tv721
ELEVEN1台,rtmp://f13h.mine.nu/sat/tv731
ELEVEN2台,rtmp://f13h.mine.nu/sat/tv741
经典功夫台,http://43.138.170.29:35455/yy/1355002394
民视,rtmp://f13h.mine.nu/sat/tv051 
台视,rtmp://f13h.mine.nu/sat/tv071 
中视,rtmp://f13h.mine.nu/sat/tv091 
